coord   	geo
#data_num	63
#slip_num	2400
#ndf     	-2337
#rss      	5.99363e-01  [m^2]
#rms      	9.75382e-02  [m]
#wrss   	3.18071e+04  [m^2]
#wrms   	2.24694e+01  [m]
#chi2    	3.18071e+04 
#rchi2   	-1.36102e+01
#r_1d   	NaN          [cm/km]
#r_2d   	1.24644e-02  [cm/km^2]
#strain   	4.45464e-01  [cm/km]

earth	homogeneous	3.00e+10  	0.2500

kappa   	61750.00000 
beta     	3813062500.00000

smooth   	2d
surface  	free

fault 2 nicoya  -85.54233907   8.74026277     -86.82826920 10.01077299    0.0000e+00 6.1999e+04   25.00    -0.01000 0.01000  0.00000   -10.0000 0.0000  0.0000 20.0000  0.0000 0.0000    30 40
     subfault nicoya      1     1      -0.12175      0.14631      0.00000  -10.0000   0.0000    0.0000  20.0000    0.0000   0.0000
     subfault nicoya      2     1      -0.12176      0.14545      0.00000  -10.0000   0.0000    0.0000  20.0000    0.0000   0.0000
     subfault nicoya      3     1      -0.12174      0.14372      0.00000  -10.0000   0.0000    0.0000  20.0000    0.0000   0.0000
     subfault nicoya      4     1      -0.12162      0.14115      0.00000  -10.0000   0.0000    0.0000  20.0000    0.0000   0.0000
     subfault nicoya      5     1      -0.12130      0.13773      0.00000  -10.0000   0.0000    0.0000  20.0000    0.0000   0.0000
     subfault nicoya      6     1      -0.12065      0.13352      0.00000  -10.0000   0.0000    0.0000  20.0000    0.0000   0.0000
     subfault nicoya      7     1      -0.11954      0.12854      0.00000  -10.0000   0.0000    0.0000  20.0000    0.0000   0.0000
     subfault nicoya      8     1      -0.11783      0.12288      0.00000  -10.0000   0.0000    0.0000  20.0000    0.0000   0.0000
     subfault nicoya      9     1      -0.11538      0.11662      0.00000  -10.0000   0.0000    0.0000  20.0000    0.0000   0.0000
     subfault nicoya     10     1      -0.11206      0.10990      0.00000  -10.0000   0.0000    0.0000  20.0000    0.0000   0.0000
     subfault nicoya     11     1      -0.10778      0.10286      0.00000  -10.0000   0.0000    0.0000  20.0000    0.0000   0.0000
     subfault nicoya     12     1      -0.10246      0.09567      0.00000  -10.0000   0.0000    0.0000  20.0000    0.0000   0.0000
     subfault nicoya     13     1      -0.09610      0.08853      0.00000  -10.0000   0.0000    0.0000  20.0000    0.0000   0.0000
     subfault nicoya     14     1      -0.08874      0.08163      0.00000  -10.0000   0.0000    0.0000  20.0000    0.0000   0.0000
