0.17640859	0
0.17639422	15
0.17634203	30
0.17622879	45
0.17603911	60
0.17576040	75
0.17538305	90
0.17491810	105
0.17438430	120
0.17377774	135
0.17308368	150
0.17229526	165
0.17140235	180
0.17038995	195
0.16926087	210
0.16804765	225
0.16679600	240
0.16553396	255
0.16425239	270
0.16290458	285
0.16142496	300
0.15976341	315
0.15791473	330
0.15591010	345
0.15379068	360
0.15158418	375
0.14928611	390
0.14687434	405
0.14434163	420
0.14166999	435
0.13875768	450
0.13534953	465
0.13091876	480
0.12448248	495
0.11456200	510
0.099636152	525
0.079270341	540
0.055546895	555
0.033621687	570
0.019980416	585
0.018305058	600
0.025581101	615
0.032633435	630
0.030581085	645
0.018502859	660
0.0043957345	675
-0.0028556513	690
-0.0025135896	705
-0.0016798906	720
-0.0059799962	735
-0.013087237	750
-0.017359475	765
-0.018577419	780
-0.022004846	795
-0.030022105	810
-0.038526874	825
-0.043741338	840
-0.048162714	855
-0.055648316	870
-0.063891970	885
-0.067086525	900
-0.063215658	915
-0.050210048	930
-0.012302518	945
0.086022906	960
0.29313615	975
0.66143250	990
1.2373803	1005
2.0359995	1020
3.0005186	1035
3.9770226	1050
4.7372251	1065
5.0594087	1080
4.8459349	1095
4.2174335	1110
3.5002637	1125
3.0701740	1140
3.1327164	1155
3.6057434	1170
4.2108121	1185
4.7009783	1200
5.0179572	1215
5.2403412	1230
5.4175529	1245
5.5263634	1260
5.6262107	1275
5.9676886	1290
6.7527604	1305
7.6552219	1320
7.6773067	1335
5.7821417	1350
1.9352980	1365
-2.4605370	1380
-5.3686919	1395
-5.5937929	1410
-3.6136241	1425
-1.0268580	1440
0.80530220	1455
1.6672909	1470
2.2572064	1485
3.2178154	1500
4.3930197	1515
4.9556780	1530
4.2533965	1545
2.5519536	1560
0.87488467	1575
0.011044157	1590
-0.23955132	1605
-0.64735079	1620
-1.4446502	1635
-1.9854189	1650
-1.6547716	1665
-0.74305397	1680
-0.014844157	1695
0.37740010	1710
0.99765700	1725
2.1156549	1740
3.1558070	1755
3.4394643	1770
3.0621123	1785
2.6304657	1800
2.3980820	1815
2.1320608	1830
1.7181801	1845
1.3832010	1860
1.2162594	1875
0.88918144	1890
0.10444738	1905
-0.93105495	1920
-1.7636181	1935
-2.2806416	1950
-2.7150395	1965
-3.0679336	1980
-2.8690495	1995
-1.7122613	2010
0.13972135	2025
1.8873627	2040
2.8664699	2055
2.9771211	2070
2.5456433	2085
1.9175142	2100
1.2105047	2115
0.44184488	2130
-0.20417824	2145
-0.49542722	2160
-0.61289841	2175
-1.1069057	2190
-2.1064100	2205
-2.9356182	2220
-2.9216485	2235
-2.2701821	2250
-1.6873008	2265
-1.4141932	2280
-1.1349138	2295
-0.63870931	2310
-0.073952615	2325
0.39048707	2340
0.77120310	2355
1.1136600	2370
1.3618100	2385
1.4452946	2400
1.3970604	2415
1.3175466	2430
1.2415400	2445
1.1191578	2460
0.96134734	2475
0.90482098	2490
1.0300648	2505
1.1762564	2520
1.0839936	2535
0.75312203	2550
0.52338743	2565
0.67069232	2580
1.0127946	2595
1.1206886	2610
0.88240719	2625
0.59773237	2640
0.49869287	2655
0.47082850	2670
0.35339576	2685
0.24983472	2700
0.33472848	2715
0.50565916	2730
0.48071519	2745
0.21721381	2760
-0.010567453	2775
-0.0031132065	2790
0.11922488	2805
0.14794800	2820
0.053501070	2835
-0.084461153	2850
-0.23494443	2865
-0.38881418	2880
-0.49594864	2895
-0.52971041	2910
-0.54729939	2925
-0.61025101	2940
-0.68180352	2955
-0.67392170	2970
-0.58366960	2985
-0.50894743	3000
-0.51784229	3015
-0.57173288	3030
-0.60573214	3045
-0.62831998	3060
-0.69646198	3075
-0.81858057	3090
-0.93285143	3105
-0.99523139	3120
-1.0529808	3135
-1.1895254	3150
-1.4064426	3165
-1.6056136	3180
-1.6969236	3195
-1.6850665	3210
-1.6316452	3225
-1.5660021	3240
-1.4697466	3255
-1.3356158	3270
-1.2003356	3285
-1.1082308	3300
-1.0676044	3315
-1.0573522	3330
-1.0595996	3345
-1.0709544	3360
-1.0916842	3375
-1.1167214	3390
-1.1347748	3405
-1.1328578	3420
-1.1077640	3435
-1.0752509	3450
-1.0591171	3465
-1.0653752	3480
-1.0739715	3495
-1.0630503	3510
-1.0335934	3525
-0.99819714	3540
-0.95310813	3555
-0.88054121	3570
-0.77644199	3585
-0.65550512	3600
-0.53027803	3615
-0.41038984	3630
-0.32403728	3645
-0.30860442	3660
-0.36565191	3675
-0.44966739	3690
-0.51891196	3705
-0.57804906	3720
-0.65279090	3735
-0.74117178	3750
-0.81308728	3765
-0.84618968	3780
-0.83976543	3795
-0.80208975	3810
-0.74812722	3825
-0.70578635	3840
-0.69979936	3855
-0.72463739	3870
-0.74854356	3885
-0.74526083	3900
-0.70777047	3915
-0.63398832	3930
-0.52065468	3945
-0.37704068	3960
-0.22681315	3975
-0.086832717	3990
0.043888722	4005
0.16656962	4020
0.26586804	4035
0.32123512	4050
0.32855165	4065
0.30157313	4080
0.25475118	4095
0.19000025	4110
0.098596498	4125
-0.025659736	4140
-0.17150515	4155
-0.30733043	4170
-0.39849603	4185
-0.43073258	4200
-0.41444683	4215
-0.36671308	4230
-0.29469785	4245
-0.19903556	4260
-0.088327922	4275
0.015971271	4290
0.090266615	4305
0.12247016	4320
0.11584260	4335
0.083907276	4350
0.043160982	4365
0.0046505593	4380
-0.033643730	4395
-0.083231494	4410
-0.14765257	4425
-0.21082348	4440
-0.25012842	4455
-0.26095033	4470
-0.26159349	4485
-0.27226403	4500
