#(1)ss[m] (2)ds[m] (3)ts[m]  (4)Rss (5)Rds  (6)Rts (7)R_i
0.0000 0.5579 0.0000 0.0000 10.7938 0.0000 6087.5509
0.0000 0.0000 0.0000 0.0000 -55.3976 0.0000 0.0000
0.0000 0.1444 0.0000 0.0000 -80.7880 0.0000 0.0000
0.0000 0.2682 0.0000 0.0000 18.8192 0.0000 4610.2972
0.0000 0.4346 0.0000 0.0000 -58.0400 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 -16.2166 0.0000 0.0000
0.0000 0.1082 0.0000 0.0000 22.9381 0.0000 4175.9147
0.0000 0.9740 0.0000 0.0000 -1.8816 0.0000 0.0000
0.0000 1.0000 0.0000 0.0000 -8.2973 0.0000 0.0000
0.0000 0.5713 0.0000 0.0000 35.8262 0.0000 3341.4111
0.0000 0.3748 0.0000 0.0000 -55.5523 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 -4.0366 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 7.9501 0.0000 7093.2268
0.0000 0.8565 0.0000 0.0000 -20.6250 0.0000 0.0000
0.0000 1.0000 0.0000 0.0000 13.2627 0.0000 5491.7935
0.0000 0.8124 0.0000 0.0000 76.3286 0.0000 2289.2136
0.0000 0.3642 0.0000 0.0000 37.6762 0.0000 3258.3407
0.0000 0.9965 0.0000 0.0000 -47.4190 0.0000 0.0000
0.0000 1.0000 0.0000 0.0000 42.4289 0.0000 3070.4295
0.0000 0.0000 0.0000 0.0000 65.0139 0.0000 2480.4297
0.0000 0.1936 0.0000 0.0000 90.8284 0.0000 2098.5492
0.0000 1.0000 0.0000 0.0000 -221.6957 0.0000 0.0000
0.0000 0.5259 0.0000 0.0000 18.5085 0.0000 4648.8338
0.0000 0.9998 0.0000 0.0000 -1.9992 0.0000 0.0000
0.0000 1.0000 0.0000 0.0000 -6.0105 0.0000 0.0000
0.0000 0.0053 0.0000 0.0000 47.1864 0.0000 2911.5331
0.0000 0.0000 0.0000 0.0000 -205.7649 0.0000 0.0000
0.0000 0.6661 0.0000 0.0000 23.5008 0.0000 4125.6175
0.0000 0.6279 0.0000 0.0000 -49.5806 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.8880 0.0000 21224.2548
0.0000 0.0000 0.0000 0.0000 1.8072 0.0000 14877.4440
0.0000 1.0000 0.0000 0.0000 33.8624 0.0000 3436.9319
0.0000 0.9954 0.0000 0.0000 2.1514 0.0000 13635.5875
0.0000 0.0000 0.0000 0.0000 145.3152 0.0000 1659.1073
0.0000 0.3740 0.0000 0.0000 197.5943 0.0000 1422.7966
0.0000 0.0000 0.0000 0.0000 1.0460 0.0000 19554.9984
0.0000 0.0000 0.0000 0.0000 0.6860 0.0000 24148.0522
0.0000 1.0000 0.0000 0.0000 1.0242 0.0000 19762.0040
0.0000 0.9980 0.0000 0.0000 -45.1403 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 -18.6627 0.0000 0.0000
0.0000 0.0216 0.0000 0.0000 -193.1298 0.0000 0.0000
0.0000 1.0000 0.0000 0.0000 0.9999 0.0000 20001.0194
0.0000 1.0000 0.0000 0.0000 1.0546 0.0000 19475.5953
0.0000 0.0000 0.0000 0.0000 0.0141 0.0000 168363.4608
0.0000 0.0000 0.0000 0.0000 -0.9145 0.0000 0.0000
0.0000 1.0000 0.0000 0.0000 16.3891 0.0000 4940.2915
0.0000 0.9724 0.0000 0.0000 0.1078 0.0000 60910.6619
0.0000 1.0000 0.0000 0.0000 1.0004 0.0000 19995.9949
0.0000 1.0000 0.0000 0.0000 1.0903 0.0000 19154.3089
0.0000 0.0000 0.0000 0.0000 0.7477 0.0000 23128.7483
0.0000 0.0000 0.0000 0.0000 7.7499 0.0000 7184.2674
0.0000 0.9947 0.0000 0.0000 -3.3945 0.0000 0.0000
0.0000 1.0000 0.0000 0.0000 66.1900 0.0000 2458.2945
0.0000 0.0000 0.0000 0.0000 1.0004 0.0000 19995.8696
0.0000 0.0000 0.0000 0.0000 0.9022 0.0000 21056.2530
0.0000 0.0000 0.0000 0.0000 1.9953 0.0000 14158.8186
0.0000 0.0000 0.0000 0.0000 -0.1226 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 -10.0055 0.0000 0.0000
0.0000 0.0195 0.0000 0.0000 -26.2742 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.9997 0.0000 20002.8386
0.0000 0.0000 0.0000 0.0000 0.9937 0.0000 20062.9131
0.0000 0.0000 0.0000 0.0000 0.8374 0.0000 21855.7461
0.0000 0.0000 0.0000 0.0000 1.1646 0.0000 18532.9853
0.0000 0.0000 0.0000 0.0000 4.9198 0.0000 9016.8984
0.0000 0.0000 0.0000 0.0000 1.4557 0.0000 16576.5816
0.0000 0.0000 0.0000 0.0000 1.0016 0.0000 19984.4585
0.0000 0.0000 0.0000 0.0000 0.9842 0.0000 20160.0100
0.0000 0.0001 0.0000 0.0000 0.8200 0.0000 22086.5236
0.0000 0.0000 0.0000 0.0000 0.4247 0.0000 30688.2510
0.0000 0.0000 0.0000 0.0000 -0.1763 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.9161 0.0000 20895.3758
0.0000 0.0000 0.0000 0.0000 0.9994 0.0000 20005.7052
0.0000 0.0000 0.0000 0.0000 0.9713 0.0000 20293.6586
0.0000 0.0012 0.0000 0.0000 0.7253 0.0000 23483.4533
0.0000 0.0000 0.0000 0.0000 0.4111 0.0000 31192.5173
0.0000 0.0000 0.0000 0.0000 -0.5712 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 1.1616 0.0000 18556.8688
0.0000 0.0001 0.0000 0.0000 0.9960 0.0000 20039.9865
0.0000 0.0000 0.0000 0.0000 0.9588 0.0000 20425.2112
0.0000 0.0002 0.0000 0.0000 0.7788 0.0000 22662.3364
0.0000 0.0000 0.0000 0.0000 0.4286 0.0000 30551.1403
0.0000 0.0000 0.0000 0.0000 0.1309 0.0000 55282.6907
0.0000 0.0000 0.0000 0.0000 -0.4633 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.9989 0.0000 20010.5447
0.0000 0.0005 0.0000 0.0000 0.9055 0.0000 21017.6236
0.0000 0.0006 0.0000 0.0000 0.7523 0.0000 23058.5629
0.0000 0.0000 0.0000 0.0000 0.3770 0.0000 32571.0967
0.0000 0.0000 0.0000 0.0000 0.1366 0.0000 54119.9731
0.0000 0.0000 0.0000 0.0000 0.0697 0.0000 75766.6218
0.0000 0.0000 0.0000 0.0000 0.9998 0.0000 20002.4132
0.0000 0.0000 0.0000 0.0000 0.8530 0.0000 21654.4543
0.0000 0.0008 0.0000 0.0000 0.6920 0.0000 24042.8898
0.0000 0.0000 0.0000 0.0000 0.3838 0.0000 32282.0013
0.0000 0.0000 0.0000 0.0000 0.0920 0.0000 65947.5475
0.0000 0.0000 0.0000 0.0000 0.0667 0.0000 77418.8081
0.0000 0.0002 0.0000 0.0000 0.9999 0.0000 20000.5747
0.0000 0.0000 0.0000 0.0000 0.9136 0.0000 20924.0204
0.0000 0.0004 0.0000 0.0000 0.6610 0.0000 24600.5559
0.0000 0.0000 0.0000 0.0000 0.2231 0.0000 42345.8996
0.0000 0.0000 0.0000 0.0000 0.0857 0.0000 68328.3928
0.0000 0.0000 0.0000 0.0000 0.0605 0.0000 81340.1673
0.0000 0.0005 0.0000 0.0000 0.9980 0.0000 20020.3225
0.0000 0.0000 0.0000 0.0000 0.8054 0.0000 22286.2039
0.0000 0.0000 0.0000 0.0000 0.3841 0.0000 32269.4102
0.0000 0.0000 0.0000 0.0000 0.1873 0.0000 46216.8793
0.0000 0.0000 0.0000 0.0000 0.0947 0.0000 64985.1415
0.0000 0.0000 0.0000 0.0000 0.0578 0.0000 83165.6912
0.0000 0.0001 0.0000 0.0000 0.9651 0.0000 20358.7228
0.0000 0.0000 0.0000 0.0000 0.8842 0.0000 21268.8996
0.0000 0.0000 0.0000 0.0000 0.4061 0.0000 31385.1956
0.0000 0.0000 0.0000 0.0000 0.1515 0.0000 51387.5344
0.0000 0.0102 0.0000 0.0000 0.1053 0.0000 61646.3754
0.0000 0.0000 0.0000 0.0000 0.0573 0.0000 83586.9048
0.0000 0.0011 0.0000 0.0000 0.8586 0.0000 21583.7953
0.0000 0.0004 0.0000 0.0000 0.6116 0.0000 25573.5899
0.0000 0.0018 0.0000 0.0000 0.3236 0.0000 35158.1277
0.0000 0.0028 0.0000 0.0000 0.1440 0.0000 52711.1089
0.0000 0.0000 0.0000 0.0000 0.0984 0.0000 63753.0339
0.0000 0.0000 0.0000 0.0000 0.0484 0.0000 90885.2081
0.0000 0.0006 0.0000 0.0000 0.9064 0.0000 21006.9949
0.0000 0.0010 0.0000 0.0000 0.8171 0.0000 22125.9643
0.0000 0.0027 0.0000 0.0000 0.4519 0.0000 29750.7874
0.0000 0.0021 0.0000 0.0000 0.1382 0.0000 53798.5037
0.0000 0.0000 0.0000 0.0000 0.0874 0.0000 67650.2603
0.0000 0.0000 0.0000 0.0000 0.0481 0.0000 91164.3430
0.0000 0.0000 0.0000 0.0000 0.7854 0.0000 22568.0729
0.0000 0.0001 0.0000 0.0000 0.8596 0.0000 21570.9760
0.0000 0.0001 0.0000 0.0000 0.3842 0.0000 32268.3511
0.0000 0.0039 0.0000 0.0000 0.1466 0.0000 52230.0595
0.0000 0.0000 0.0000 0.0000 0.0970 0.0000 64220.5458
0.0000 0.0000 0.0000 0.0000 0.0523 0.0000 87412.4768
0.0000 0.0002 0.0000 0.0000 0.7763 0.0000 22700.1056
0.0000 0.0000 0.0000 0.0000 0.5448 0.0000 27097.5410
0.0000 0.0000 0.0000 0.0000 0.2856 0.0000 37422.4267
0.0000 0.0000 0.0000 0.0000 0.1236 0.0000 56879.7017
0.0000 0.0000 0.0000 0.0000 0.0733 0.0000 73851.4685
0.0000 0.0201 0.0000 0.0000 0.0482 0.0000 91123.0006
