#(1)ss[m] (2)ds[m] (3)ts[m]  (4)Rss (5)Rds  (6)Rts (7)R_i
0.0000 0.0005 0.0000 0.0000 0.8906 0.0000 21192.7962
0.0000 0.0003 0.0000 0.0000 0.7236 0.0000 23511.1041
0.0000 0.0000 0.0000 0.0000 0.3550 0.0000 33569.0869
0.0000 0.0000 0.0000 0.0000 0.1040 0.0000 62009.2580
0.0000 0.0000 0.0000 0.0000 0.0737 0.0000 73688.4640
0.0000 0.0000 0.0000 0.0000 0.9996 0.0000 20003.5558
0.0000 0.0000 0.0000 0.0000 0.7941 0.0000 22443.1450
0.0000 0.0022 0.0000 0.0000 0.6696 0.0000 24441.2394
0.0000 0.0000 0.0000 0.0000 0.3552 0.0000 33555.7723
0.0000 0.0000 0.0000 0.0000 0.0914 0.0000 66136.2224
0.0000 0.0000 0.0000 0.0000 0.0634 0.0000 79458.2394
0.0000 0.0004 0.0000 0.0000 0.9999 0.0000 20001.4495
0.0000 0.0000 0.0000 0.0000 0.8546 0.0000 21634.7468
0.0000 0.0000 0.0000 0.0000 0.6237 0.0000 25324.3925
0.0000 0.0000 0.0000 0.0000 0.2030 0.0000 44390.2016
0.0000 0.0000 0.0000 0.0000 0.0830 0.0000 69416.1335
0.0000 0.0000 0.0000 0.0000 0.0580 0.0000 83058.6320
0.0000 0.0013 0.0000 0.0000 0.9964 0.0000 20035.7013
0.0000 0.0000 0.0000 0.0000 0.6934 0.0000 24017.2906
0.0000 0.0000 0.0000 0.0000 0.3337 0.0000 34621.1932
0.0000 0.0000 0.0000 0.0000 0.1722 0.0000 48195.2943
0.0000 0.0000 0.0000 0.0000 0.0915 0.0000 66134.3360
0.0000 0.0000 0.0000 0.0000 0.0550 0.0000 85291.2615
0.0000 0.0000 0.0000 0.0000 0.9362 0.0000 20670.2666
0.0000 0.0000 0.0000 0.0000 0.8664 0.0000 21487.3228
0.0000 0.0006 0.0000 0.0000 0.3660 0.0000 33057.6285
0.0000 0.0000 0.0000 0.0000 0.1361 0.0000 54217.5173
0.0000 0.0156 0.0000 0.0000 0.0983 0.0000 63774.8478
0.0000 0.0000 0.0000 0.0000 0.0537 0.0000 86332.5240
0.0000 0.0015 0.0000 0.0000 0.8024 0.0000 22326.7781
0.0000 0.0007 0.0000 0.0000 0.5340 0.0000 27370.1406
0.0000 0.0000 0.0000 0.0000 0.2891 0.0000 37195.1281
0.0000 0.0006 0.0000 0.0000 0.1324 0.0000 54958.5519
0.0000 0.0000 0.0000 0.0000 0.0920 0.0000 65939.3248
0.0000 0.0000 0.0000 0.0000 0.0452 0.0000 94093.6596
0.0000 0.0015 0.0000 0.0000 0.8664 0.0000 21486.5033
0.0000 0.0010 0.0000 0.0000 0.7449 0.0000 23172.6330
0.0000 0.0040 0.0000 0.0000 0.4062 0.0000 31381.1900
0.0000 0.0071 0.0000 0.0000 0.1342 0.0000 54590.7720
0.0000 0.0000 0.0000 0.0000 0.0843 0.0000 68879.3230
0.0000 0.0000 0.0000 0.0000 0.0452 0.0000 94085.5040
0.0000 0.0000 0.0000 0.0000 0.7687 0.0000 22811.2034
0.0000 0.0007 0.0000 0.0000 0.8326 0.0000 21918.3993
0.0000 0.0000 0.0000 0.0000 0.3500 0.0000 33807.1277
0.0000 0.0050 0.0000 0.0000 0.1356 0.0000 54304.5284
0.0000 0.0000 0.0000 0.0000 0.0937 0.0000 65322.4237
0.0000 0.0000 0.0000 0.0000 0.0495 0.0000 89896.3433
0.0000 0.0024 0.0000 0.0000 0.7552 0.0000 23014.6941
0.0000 0.0012 0.0000 0.0000 0.5038 0.0000 28177.7101
0.0000 0.0000 0.0000 0.0000 0.2757 0.0000 38086.6567
0.0000 0.0000 0.0000 0.0000 0.1150 0.0000 58968.0751
0.0000 0.0000 0.0000 0.0000 0.0700 0.0000 75576.8486
0.0000 0.0293 0.0000 0.0000 0.0449 0.0000 94412.4208
